1,13291707,139900,1,2,1920,2,0,1,0,2,0,0,0,0,0,0,0,3,3,188.9,2,1801,14,142000
1,13287787,199000,1,2,1938,2,0,0,0,3,0,0,0,0,0,0,0,2,4,180.9,3,2047,117,170000
1,13343012,200000,1,2.5,1905,2,0,0,3,1,0,0,0,0,0,0,0,4,5,209.1,3,2339,72,145000
1,13326016,209900,1,2,1945,2,0,1,0,2,0,0,0,0,0,0,0,0,6,188.3,1,2219,36,160000
1,13316327,229000,1,2.5,1908,2,0,0,1,1,0,0,3,0,0,0,0,4,6,175.5,3,2088,27,217000
1,13345873,229000,1,2,1978,2,0,0,2,1,0,0,0,1,0,0,0,0,4,193.6,3,2791,71,212000
1,13327149,239900,1,2.5,1911,2,0,0,3,0,0,0,0,0,0,0,0,3,1,200,3,1904,34,239900
1,13337955,245000,1,2,1913,2,0,0,1,1,0,0,0,0,0,0,0,3,5,172,1,1747,33,227500
1,13346281,269000,1,2.5,1920,2,1,1,1,0,0,0,0,0,0,0,0,2,4,209.3,2,3195,18,307000
1,13299380,279900,1,2,1989,2,0,0,1,1,0,0,0,0,0,0,0,3,4,170,3,2503,34,279000
1,13333317,299000,3,1,1963,2,0,0,0,1,0,0,0,0,0,0,0,1,3,171.6,3,2856,1,330000
1,13296161,299900,1,2,1973,2,0,1,0,1,1,0,1,0,0,0,0,0,5,213.2,3,2713,21,301500
1,13347908,299900,1,1,1976,2,0,0,0,1,0,0,0,1,0,0,0,0,4,185.8,1,2657,24,299900
1,13351560,299900,1,2,1976,2,0,0,1,1,0,0,0,0,0,0,0,3,4,180.9,3,2507,21,300500
1,13282253,309900,1,2,1979,2,0,0,1,1,0,0,1,0,0,0,0,2,4,201,3,2674,69,315000
1,23582061,310000,1,1,1979,2,0,1,1,0,0,0,1,0,0,0,0,0,4,188.6,3,3075,43,300000
1,13339025,319900,1,4,1977,2,0,1,0,0,1,0,1,0,0,0,0,4,5,192,2,2465,29,312000
1,13307270,324900,1,2,1938,2,0,1,0,2,0,0,0,0,0,1,0,3,5,180.9,3,2047,51,324900
1,13318262,324900,3,1,1961,2,0,0,1,1,0,0,0,0,0,0,0,1,3,189.2,3,1812,8,296000
1,13282078,329900,1,2,1979,2,0,0,1,1,0,0,0,1,0,0,0,2,4,169.4,3,2524,96,330000
1,13295953,329900,1,2,1991,2,0,2,0,2,0,0,0,0,0,0,0,2,4,170,3,2763,14,327000
1,13311650,329900,2,2,1996,2,0,1,0,1,0,0,0,0,1,0,0,0,3,170,3,2602,35,295000
1,13317889,329900,1,2,1977,2,0,1,0,2,0,0,0,0,0,0,0,2,4,173.6,3,2731,18,315000
1,13321096,330000,1,2,1979,2,0,1,0,1,0,0,0,0,1,0,0,2,3,169,3,2656,6,335000
1,13350708,334900,1,2,1976,2,0,0,2,1,0,0,0,1,0,0,0,0,5,202.1,3,3129,13,336500
1,13290669,335000,1,2,1969,2,0,0,0,2,0,0,2,0,0,0,0,3,4,209.9,3,2399,56,312500
1,13315182,339900,1,2,1944,2,0,0,1,2,0,0,0,0,0,0,0,0,4,188.9,2,1801,181,310000
1,13357386,339900,1,4,1986,2,0,1,0,1,0,0,0,1,0,0,0,3,3,178.5,3,2814,7,338000
1,13314512,348888,1,4,1960,2,0,0,1,1,0,0,0,0,0,0,0,3,4,166.2,2,2602,42,333000
1,13341353,349800,1,2,1978,2,0,1,0,1,0,0,0,1,0,0,0,0,4,193.1,3,2465,34,335000
1,23507183,349900,1,2,1985,2,0,0,1,1,0,0,0,0,0,0,0,0,4,193.2,3,1780,40,340000
1,13291518,349900,1,2,1987,2,0,1,0,1,0,0,0,1,0,0,0,4,4,167,3,2567,94,335000
1,13324420,349900,1,1,1970,2,0,0,1,1,0,0,0,0,1,0,0,2,3,166,2,2979,35,336000
1,13291897,354900,1,4,1974,2,0,1,0,1,0,0,1,0,0,0,0,2,3,168.5,3,2439,42,340000
1,13335287,354900,1,5,1976,2,0,1,0,1,1,0,0,1,0,0,0,5,5,191.5,3,2553,15,340000
1,13297661,355000,1,2,1978,2,0,1,0,0,1,0,0,1,0,0,0,2,4,167.9,3,2538,48,330000
1,13349227,359800,1,2,1973,2,0,1,1,1,0,0,0,0,1,0,0,2,3,189.6,3,3021,105,325000
1,13321344,460000,1,2,1909,2,0,0,2,0,0,0,0,0,0,0,0,0,4,167.2,1,3774,205,312500
1,13316344,329900,1,4,1973,2,0,1,0,1,0,0,1,0,0,0,0,4,4,160.4,3,2175,62,327000
